1,2,-1,1,3,-1,-1,3,-7,-4,1,3,3,1,-7,5,-3,1,-3,2,2,0,-1,-3,1,
2,5,-3,-1,3,-2,-2,1,-2,2,-2,5,6,1,-4,-1,0,3,-6,1,-4,2,-1,-6,2,
3,5,-6,-1,0,-3,0,0,0,6,-1,2,4,2,1,-5,1,5,-4,1,-8,2,0,-4,0,
4,2,-8,0,-3,-2,1,2,1,7,2,1,1,2,3,-6,0,2,-1,2,-9,1,1,-1,-1,
5,-1,-9,2,-3,-1,2,4,1,5,2,0,-2,2,2,-4,0,-1,2,3,-7,-1,1,2,-2,
6,-1,-7,3,0,2,1,3,0,0,-1,-1,-5,3,-2,1,1,-4,5,3,-4,-2,0,3,-1,
7,2,-2,1,3,5,-2,1,-4,-4,-2,-4,-4,3,-7,5,0,-5,4,2,0,0,-1,4,2,
8,5,2,-2,3,4,-3,2,-7,-5,1,-3,-1,0,-9,6,-3,-2,1,1,1,3,-1,1,3,
9,5,3,-4,0,1,-2,2,-9,-3,0,-2,2,0,-8,4,0,1,-2,1,1,5,0,0,2,
10,2,1,-3,-3,-2,1,1,-8,0,-1,1,3,3,-6,1,3,2,-3,2,0,4,1,-1,-1,
11,-1,-4,1,-3,-5,4,3,-4,4,2,4,4,3,-3,-3,0,3,-4,3,-2,0,1,-2,-4,
12,-1,-7,4,0,-3,3,4,2,5,1,6,1,2,-1,-4,-1,2,-1,3,-7,-3,0,-5,-3,
13,2,-8,6,3,-1,2,2,5,3,-2,3,-2,2,0,-2,0,1,2,2,-10,-5,-1,-3,-2,
14,5,-8,5,3,0,-1,0,5,0,-2,0,-3,2,0,1,0,0,3,1,-10,-4,-1,0,1,
15,5,-7,1,0,1,-4,1,2,-2,1,-3,-2,1,-1,3,-1,-1,2,1,-7,0,0,3,4,
16,2,-4,-4,-3,3,-5,3,-4,-1,2,-6,1,1,-3,2,0,-2,-1,2,-2,5,1,5,5,
17,-1,1,-6,-3,5,-2,2,-8,1,-1,-4,2,4,-6,0,3,-3,-2,3,0,7,1,2,2,
18,-1,3,-5,0,2,1,2,-9,2,0,-1,1,4,-8,-1,0,-2,-1,3,1,6,0,1,-1,
19,2,2,-1,3,-1,4,3,-7,2,1,2,0,1,-9,-1,-3,-1,0,2,1,2,-1,0,-4,
20,5,-2,5,3,-4,6,1,-4,0,-2,3,-2,1,-7,1,0,2,2,1,0,-4,-1,-1,-6,
21,5,-7,8,0,-5,3,0,0,-1,-1,4,-1,2,-2,2,1,5,1,1,-4,-7,0,-4,-3,
22,2,-9,8,-3,-2,0,2,1,-1,2,1,0,2,2,2,0,4,0,2,-7,-7,1,-3,0,
23,-1,-8,5,-3,1,-3,4,1,0,2,0,1,2,3,1,0,1,-1,3,-9,-4,1,-2,3,
24,-1,-6,-1,0,2,-6,3,0,2,-1,-1,2,3,1,-1,1,-2,-2,3,-8,2,0,1,6,
25,2,-3,-5,3,3,-4,1,-2,2,-2,-2,0,3,-4,-1,0,-5,0,2,-4,6,-1,4,4,
26,5,-1,-6,3,2,-1,2,-7,1,1,-5,-1,0,-7,0,-3,-3,1,1,2,7,-1,6,1,
27,5,0,-4,0,1,2,2,-10,-1,0,-3,-2,0,-8,2,0,-1,2,1,5,5,0,3,-2,
28,2,0,1,-3,0,5,1,-10,-2,-1,0,-1,3,-8,3,3,0,1,2,5,0,1,0,-5,
29,-1,-1,5,-3,-1,4,3,-7,0,2,3,2,3,-7,1,0,1,-2,3,2,-4,1,-3,-4,
30,-1,-3,6,0,-2,1,4,-2,3,1,5,3,2,-4,-2,-1,3,-3,3,-4,-5,0,-6,-1,
31,2,-6,4,3,-3,-2,2,0,5,-2,2,2,2,1,-4,0,5,-2,2,-8,-3,-1,-4,2,
32,5,-8,1,3,-2,-3,0,1,4,-2,1,-1,2,3,-3,0,2,1,1,-9,0,-1,-1,3,
33,5,-9,-3,0,-1,-4,1,1,0,1,0,-4,1,2,1,-1,-1,4,1,-7,4,0,2,4,
34,2,-7,-4,-3,2,-1,3,0,-3,2,-1,-3,1,-2,4,0,-4,3,2,-4,5,1,3,1,
35,-1,-2,-2,-3,5,2,2,-4,-5,-1,-4,-2,4,-7,6,3,-5,2,3,0,3,1,4,-2,
36,-1,2,1,0,4,3,2,-7,-4,0,-3,1,4,-9,5,0,-2,-1,3,1,0,0,1,-3,
37,2,3,3,3,1,2,3,-9,0,1,-2,4,1,-8,1,-3,1,-4,2,1,-2,-1,0,-2,
38,5,1,2,3,-2,-1,1,-8,5,-2,1,5,1,-6,-4,0,2,-5,1,0,-1,-1,-1,1,
39,5,-4,0,0,-5,-2,0,-4,7,-1,4,2,2,-3,-6,1,3,-2,1,-2,1,0,-2,2,
40,2,-7,-1,-3,-3,-1,2,2,6,2,6,-1,2,-1,-5,0,2,1,2,-7,2,1,-5,1,
41,-1,-8,-1,-3,-1,0,4,5,2,2,3,-4,2,0,-1,0,1,4,3,-10,2,1,-3,0,
42,-1,-8,1,0,0,2,3,5,-4,-1,0,-6,3,0,5,1,0,6,3,-10,0,0,0,-2,
43,2,-7,2,3,1,1,1,2,-7,-2,-3,-3,3,-1,8,0,-1,3,2,-7,-1,-1,3,-1,
